pais,fecha,anio,fuente,tipo,evento,detalle,causa,ref,url,texto,dup_cross
Perú,2023-09-26,2023,ONU Art.4,estado de emergencia,extensión,C.N.391.2023,,C.N.391.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.391.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 26 September 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Supreme Decree No. 090-2023-PCM, dated 4 August 2023, in the department of Puno for a period of 30 calendar days starting on 5 August 2023. (See C.N.391.2023 .TREATIES-IV.4 of 28 September 2023 for the text of the notification.)",1
Perú,2023-09-26,2023,ONU Art.4,estado de emergencia,extensión,C.N.392.2023,,C.N.392.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.392.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 26 September 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Supreme Decree No. 102-2023-PCM of 13 September 2023 in the province of Pataz in the department of La Libertad for a period of 30 calendar days starting on 17 September 2023. (See C.N.392.2023 .TREATIES-IV.4 of 28 September 2023 for the text of the notification.)",1
Perú,2023-09-26,2023,ONU Art.4,estado de emergencia,declaración,C.N.394.2023,,C.N.394.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.394.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 26 September 2023, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency by Supreme Decree No. 105-2023-PCM of 19 September 2023 districts of San Martín de Porres and San Juan de Lurigancho in the province of Lima (Department of Lima) and in the districts of Sullana, Bellavista, Marcavelica, Salitral, Querecotillo, Ignacio Escudero and Miguel Checa in the province of Sullana (Department of Piura), for a period of 60 calendar days beginning on 20 September 2023. (See C.N.394.2023 .TREATIES-IV.4 of 28 September 2023 for the text of the notification.)",1
Perú,2023-09-29,2023,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 127-,seguridad/crimen,7-5-M/223,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-273-2023.pdf,"ANTE, el DEL, e REPRESENTACIÓN PERMANENTE DEL PERÚ LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/273 Ala La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N* 127- 2023-PCM publicado el 22 de noviembre de 2023, se prorroga por el término de sesenta (60) días calendario, a partir del 24 de noviembre del 2023, el Estado de Emergencia declarado en los distritos en la provincia de Zarumilla del departamento de Tumbes; en los distritos de las provincias de Sullana, Ayabaca y Huancabamba del departamento de Piura y en distritos de las provincias de Tarata y Tacna del departamento de Tacna. La Policía Nacional del Perú mantiene el contro! del orden interno, con el apoyo de las Fuerzas Armadas, En ese sentido, y a fin de continuar con la ejecución de acciones que garanticen la preservación y/o restablecimiento del orden interno en las zonas antes mencionadas, como consecuencia de la inseguridad ciudadana y delitos como el tráfico ilícito de drogas, la trata de personas, la minería ilegal, entre otros; se restringe el ejercicio de los derechos constitucionales relativos a la libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad pe",1
El Salvador,2023-10-03,2023,OEA Art.27,régimen de excepción,declaración/prórroga,Decreto Legislativo No.333,seguridad/crimen,MPOEA - OEA-172/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_172-2023.pdf,"oyo MISIÓN PERMANENTE DE EL SALVADOR ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS MPOEA-OEA-172/2023 La Mision Permanente de El Salvador ante la Organización de los Estados Americanos (OEA), saluda muy atentamente a la Secretaría General de la OEA - Departamento de Derecho Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislativa de la República de El Salvador emitió el Decreto Legislativo No.333 “Régimen de Excepción”, publicado en el Diario Oficial No. 62, Tomo No. 434, de esa misma fecha. La Mision Permanente de El Salvador, tiene a bien notificar para los efectos correspondientes, el Decreto Legislativo No. 843 de la Asamblea Legislativa de la República de El Salvador, de fecha 12 de septiembre de 2023, publicado en el Diario Oficial No. 170, Tomo No. 440, de fecha 13 del mismo mes y año, mediante el cual se estableció prórroga del Régimen de Excepción, para la continuidad del restablecimiento del orden, la seguridad ciudadana y el control territorial. La Mision Permanente de El Salvador ante la OEA, aprovecha la oportunidad para renovar a la Secretaría General de la OEA -Departamento de Derecho Internacional, las muestras de su más alta consideración y estima. ., 3 de octubre del 2023. ALA SECRETARÍA GENERAL DEPARTAMENTO DE DERECHO INTERNACIONAL ORGANIZACIÓN DE LOS ESTADOS AMERICANOS WASHINGTON DC.- 2308 California St. N.W., Washington, D.C., 20008 Tel 202-59",
Perú,2023-10-05,2023,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Legislativo N* 1266,seguridad/crimen,7-5-M/229,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-272-2023.pdf,"ANTE, e , REPRESENTACIÓN PERMANENTE DEL PERÚ 'LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/272 Ala La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaria de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N? 131- 2023-PCM publicado el 29 de noviembre de 2023, se prorroga por el término de sesenta (60) días calendario, a partir del 03 de diciembre del 2023, el Estado de Emergencia declarado en los distritos Tambopata, Inambari, Las Piedras y Laberinto de la provincia de Tambopata y en los distritos de Madre de Dios y Huepetuhe de la provincia de Manu del departamento de Madre de Dios. La Policía Nacional del Perú mantiene el control del orden interno, con el apoyo de las Fuerzas Armadas. En ese sentido, en razón de la problemática generada por la minería ilegal y delitos conexos a ésta, así como a fin de continuar con la ejecución de acciones policiales tendentes a combatirlos y neutralizarlos, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad de domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. La R",1
Perú,2023-10-10,2023,ONU Art.4,estado de emergencia,extensión,C.N.447.2023,,C.N.447.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.447.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 9 October 2023, made under article 4 (3) of the above Covenant. By Supreme Decree No. 106-2023-PCM, dated 24 September 2023, the Government of Peru extended the state of emergency declared in the province of Zarumilla in the department of Tumbes; in districts of the provinces of Sullana, Ayabaca and Huancabamba in the department of Piura; in districts of the province of San Ignacio in the department of Cajamarca; in the district of El Cenepa in the province of Condorcanqui in the department of Amazonas; in the district of Torres Causana of the province of Maynas in the department of Loreto; in the province of Tahuamanu in the department of Madre de Dios and in districts of the provinces of Tarata and Tacna in the department of Tacna, for a period of 60 calendar days, starting on 25 September 2023. (See C.N.447.2023 .TREATIES-IV.4 of 13 October 2023 for the text of the notification.)",1
Perú,2023-10-10,2023,ONU Art.4,estado de emergencia,extensión,C.N.448.2023,,C.N.448.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.448.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 9 October 2023, made under article 4 (3) of the above Covenant. Through Supreme Decree No. 108-2023-PCM, dated 3 October 2023, the Government of Peru extended the state of emergency in the districts of Tambopata, Inambari, Las Piedras and Laberinto in the province of Tambopata; and in the districts of Madre de Dios and Huepetuhe in the province of Manu in the department of Madre de Dios, for a period of 60 calendar days starting on 4 October 2023. (See C.N.448.2023 .TREATIES-IV.4 of 13 October 2023 for the text of the notification.)",1
Perú,2023-10-10,2023,ONU Art.4,estado de emergencia,extensión,C.N.449.2023,,C.N.449.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.449.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 9 October 2023, made under article 4 (3) of the above Covenant. Through Supreme Decree No. 109-2023-PCM, dated 3 October 2023, the Government of Peru extended the state of emergency declared in the districts of Puerto Inca, Tournavista, Yuyapichis and Codo del Pozuzo in the province of Puerto Inca in the department of Huánuco; in the districts of Constitución, Puerto Bermúdez and Palcazúin the province of Oxapampa in the department of Pasco; and in the district of Sepahua in the province of Atalaya in the department of Ucayali, for a period of 60 calendar days starting on 8 October 2023; and extended the state of emergency declared in the district of Palcazú in the province of Oxapampa in the department of Pasco for a period of 60 calendar days starting on 7 October 2023. (See C.N.449.2023 .TREATIES-IV.4 of 13 October 2023 for the text of the notification.)",1
Perú,2023-10-10,2023,ONU Art.4,estado de emergencia,extensión,C.N.450.2023,,C.N.450.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.450.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 9 October 2023, made under article 4 (3) of the above Covenant. By Supreme Decree No. 111-2023-PCM, dated 4 October 2023, the Government of Peru has extended the state of emergency in the districts of the provinces of Huanca and La Mar (Department of Ayacucho), in the province of Tayacaja (Department of Huancavelica), in the province of La Convención (Department of Cusco), and in the provinces of Satipo, Concepción and Huancayo (Department of Junín) for a period of 60 calendar days from 9 October 2023. (See C.N.450.2023.Reissued.22012024 .TREATIES-IV.4 of 13 October 2023 for the text of the notification.)",1
Ecuador,2023-10-11,2023,OEA Art.27,estado de excepción,declaración/prórroga,Decreto Ejecutivo N* 890,seguridad/crimen; orden público,4-2-248/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-248-2023.pdf,"ÉS República del Ecuador Misión Permanente ante la OEA Nota N? 4-2-248/2023 La Misión Permanente del Ecuador ante la Organización de Estados Americanos (OEA) saluda a la Secretaría General de la OEA -Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecuador, mediante Decreto Ejecutivo N? 890, de 8 de octubre 2023, renueva por treinta días adicionales la declaratoria de estado de excepción por grave conmoción interna en todo el territorio nacional, sin excepción alguna, en los mismos términos establecidos en los Decretos Ejecutivos N? 841 y N* 843 del 10 de agosto de 2023. En el mencionado Decreto Ejecutivo N* 890, cuya copia se anexa, se detallan las disposiciones de la Convención cuya aplicación se suspende y los motivos que suscitaron tal suspensión. La Misión Permanente del Ecuador ante la Organización de los Estados Americanos hace propicia la oportunidad para reiterar a la Secretaría General de la OEA -Departamento de Derecho Internacional- las seguridades de su distinguida consideración. Washington D.C. 10 de octubre de 2023 ANEXO.- A la Secretaría General Departamento de Derecho Internacional Organización de Estados Americanos (OEA) Washington D.C. Misión Permanente del Ecuador ante la OEA. 2535 15' St. NW, Washington DC 20009 Teléfono: (202) 551 9161 Correo electrónico: ceawashingtondcancilleria.gob.ec N* 890 GUILLERMO LASSO MENDOZA PRESID",
Chile,2023-10-12,2023,OEA Art.27,estado de excepción,declaración/prórroga,decreto supremo N*256,seguridad/crimen,274-23,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_274-23.pdf,"amada N*. 214/25 La Misión Permanente de Chile ante la Organización de Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos — Departamento de Derecho Internacional- de la Organización de los Estados Americanos y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según fuera informado. mediante Nota N*175/2023, de acuerdo a lo dispuesto en el artículo 42 de la Constitución Política de la República de Chile, por decreto supremo N? 189 de 2022, del Ministerio del Interior y Seguridad Pública, S.E. el Presidente de la República, declaró Estado de Excepción Constitucional de Emergencia en la Región de La Araucanía y las provincias de Arauco y Biobío de la Región del Biobío. Dicho Estado de Excepción se encuentra vigente desde cl 17 de mayo de 2022 y ha sido protrogado por períodos consecutivos hasta la fecha. Al respecto, cúmpleme informar que, con posterioridad a la remisión de la Nota, el referido Estado de Excepción ha sido prorrogado con el acuerdo del Congreso Nacional por periodos de 15 días, a través de los decretos supremos N*221, N*229, IN”239 y N*256 de 2023, todos del Ministerio del Interior y Seguridad Pública. La última prórroga, dispuesta por el decreto supremo N*256, del Ministerio del Interior y Seguridad Pública, de 6 de octubre de 2023, comprende un plazo adicional de 15 días, a contar del vencimiento del período previsto en la prórroga anterior,",1
